ID	population_ID	island	archipelago
TEA_20	TEA	Taenga	Tuamotu
TEA_28	TEA	Taenga	Tuamotu
TEA_21	TEA	Taenga	Tuamotu
TEA_29	TEA	Taenga	Tuamotu
TEA_22	TEA	Taenga	Tuamotu
TEA_30	TEA	Taenga	Tuamotu
TEA_23	TEA	Taenga	Tuamotu
TEA_31	TEA	Taenga	Tuamotu
TEA_24	TEA	Taenga	Tuamotu
TEA_32	TEA	Taenga	Tuamotu
TEA_06	TEA	Taenga	Tuamotu
TEA_14	TEA	Taenga	Tuamotu
TEA_07	TEA	Taenga	Tuamotu
TEA_15	TEA	Taenga	Tuamotu
TEA_08	TEA	Taenga	Tuamotu
TEA_16	TEA	Taenga	Tuamotu
TEA_09	TEA	Taenga	Tuamotu
TEA_17	TEA	Taenga	Tuamotu
TEA_10	TEA	Taenga	Tuamotu
TEA_18	TEA	Taenga	Tuamotu
TEA_11	TEA	Taenga	Tuamotu
TEA_19	TEA	Taenga	Tuamotu
TEA_12	TEA	Taenga	Tuamotu
TEA_05	TEA	Taenga	Tuamotu
TEA_13	TEA	Taenga	Tuamotu
TKP_07	TKP	Takapoto	Tuamotu
TKP_15	TKP	Takapoto	Tuamotu
TKP_23	TKP	Takapoto	Tuamotu
TKP_31	TKP	Takapoto	Tuamotu
TKP_08	TKP	Takapoto	Tuamotu
TKP_16	TKP	Takapoto	Tuamotu
TKP_24	TKP	Takapoto	Tuamotu
TKP_32	TKP	Takapoto	Tuamotu
TKP_01	TKP	Takapoto	Tuamotu
TKP_09	TKP	Takapoto	Tuamotu
TKP_17	TKP	Takapoto	Tuamotu
TKP_25	TKP	Takapoto	Tuamotu
TKP_33	TKP	Takapoto	Tuamotu
TKP_02	TKP	Takapoto	Tuamotu
TKP_10	TKP	Takapoto	Tuamotu
TKP_18	TKP	Takapoto	Tuamotu
TKP_26	TKP	Takapoto	Tuamotu
TKP_34	TKP	Takapoto	Tuamotu
TKP_03	TKP	Takapoto	Tuamotu
TKP_11	TKP	Takapoto	Tuamotu
TKP_19	TKP	Takapoto	Tuamotu
TKP_27	TKP	Takapoto	Tuamotu
TKP_35	TKP	Takapoto	Tuamotu
TKP_04	TKP	Takapoto	Tuamotu
TKP_12	TKP	Takapoto	Tuamotu
TKP_20	TKP	Takapoto	Tuamotu
TKP_28	TKP	Takapoto	Tuamotu
TKP_05	TKP	Takapoto	Tuamotu
TKP_13	TKP	Takapoto	Tuamotu
TKP_21	TKP	Takapoto	Tuamotu
TKP_29	TKP	Takapoto	Tuamotu
TKP_06	TKP	Takapoto	Tuamotu
TKP_14	TKP	Takapoto	Tuamotu
TKP_22	TKP	Takapoto	Tuamotu
UAH_03	UAH	Ua Huka	Marquesas
UAH_62	UAH	Ua Huka	Marquesas
UAH_04	UAH	Ua Huka	Marquesas
UAH_63	UAH	Ua Huka	Marquesas
UAH_05	UAH	Ua Huka	Marquesas
UAH_65	UAH	Ua Huka	Marquesas
UAH_55	UAH	Ua Huka	Marquesas
UAH_68	UAH	Ua Huka	Marquesas
UAH_58	UAH	Ua Huka	Marquesas
UAH_71	UAH	Ua Huka	Marquesas
UAH_59	UAH	Ua Huka	Marquesas
UAH_01	UAH	Ua Huka	Marquesas
UAH_60	UAH	Ua Huka	Marquesas
UAH_02	UAH	Ua Huka	Marquesas
UAH_61	UAH	Ua Huka	Marquesas
UAH_22	UAH	Ua Huka	Marquesas
UAH_11	UAH	Ua Huka	Marquesas
UAH_24	UAH	Ua Huka	Marquesas
UAH_14	UAH	Ua Huka	Marquesas
UAH_26	UAH	Ua Huka	Marquesas
UAH_15	UAH	Ua Huka	Marquesas
UAH_27	UAH	Ua Huka	Marquesas
UAH_17	UAH	Ua Huka	Marquesas
UAH_30	UAH	Ua Huka	Marquesas
UAH_19	UAH	Ua Huka	Marquesas
UAH_41	UAH	Ua Huka	Marquesas
UAH_20	UAH	Ua Huka	Marquesas
UAH_45	UAH	Ua Huka	Marquesas
UAH_21	UAH	Ua Huka	Marquesas
UAH_51	UAH	Ua Huka	Marquesas
